Timestamp,Confidence
2026-02-19 10:53:18,0.58
2026-02-19 22:26:19,0.69
2026-02-19 22:26:22,0.47
2026-02-19 22:26:26,0.42
2026-02-19 22:26:29,0.74
2026-02-19 22:26:32,0.61
2026-02-19 22:26:38,0.69
2026-02-19 22:26:41,0.76
2026-02-19 22:26:44,0.69
2026-02-19 22:26:47,0.52
2026-02-19 22:26:51,0.73
2026-02-19 22:26:54,0.63
2026-02-19 22:26:57,0.73
2026-02-19 22:27:00,0.58
2026-02-19 22:27:04,0.69
2026-02-19 22:27:17,0.81
2026-02-19 22:27:20,0.73
2026-02-19 22:27:23,0.63
2026-02-19 22:27:26,0.79
2026-02-19 22:27:30,0.69
2026-02-19 22:27:33,0.74
2026-02-19 22:27:36,0.66
2026-02-19 22:29:56,0.66
2026-02-19 22:30:02,0.58
2026-02-19 22:45:57,0.84
2026-02-19 22:46:00,0.92
2026-02-19 22:46:04,0.58
2026-02-19 22:46:07,0.95
2026-02-19 22:46:10,0.89
2026-02-19 22:46:13,0.82
2026-02-19 22:46:16,0.89
2026-02-19 22:46:19,0.89
2026-02-19 22:46:22,0.48
2026-02-19 22:46:25,0.76
2026-02-19 22:46:28,0.89
2026-02-19 22:46:31,0.90
2026-02-19 22:46:34,0.44
2026-02-19 22:46:37,0.73
2026-02-19 22:46:40,0.94
2026-02-19 22:46:44,0.92
2026-02-19 22:46:47,0.84
2026-02-19 22:46:50,0.90
2026-02-19 22:46:53,0.48
2026-02-19 22:46:56,0.89
2026-02-19 22:46:59,0.95
2026-02-19 22:47:02,0.84
2026-02-19 22:47:05,0.87
2026-02-19 22:47:08,0.52
2026-02-19 22:47:11,0.92
2026-02-19 22:47:14,0.58
2026-02-19 22:47:17,0.69
2026-02-19 22:51:11,0.44
2026-02-19 22:51:15,0.55
2026-02-19 22:51:18,0.79
2026-02-19 22:51:22,0.40
2026-02-19 22:51:25,0.52
2026-02-19 22:51:47,0.66
2026-02-19 22:51:51,0.85
2026-02-19 22:51:54,0.90
2026-02-19 22:51:57,0.69
2026-02-19 22:52:00,0.84
2026-02-19 22:52:03,0.48
2026-02-19 23:00:25,0.89
2026-02-19 23:00:29,0.89
2026-02-19 23:00:32,0.92
2026-02-19 23:00:35,0.92
2026-02-19 23:00:38,0.92
2026-02-19 23:00:41,0.92
2026-02-19 23:00:44,0.92
2026-02-19 23:00:47,0.90
2026-02-19 23:00:51,0.92
2026-02-19 23:00:54,0.82
2026-02-19 23:00:57,0.82
2026-02-19 23:01:02,0.53
2026-02-19 23:01:05,0.73
2026-02-19 23:01:44,0.89
2026-02-19 23:01:47,0.95
2026-02-19 23:01:50,0.92
2026-02-19 23:01:53,0.84
2026-02-19 23:01:56,0.69
2026-02-19 23:01:59,0.92
2026-02-19 23:02:02,0.95
2026-02-19 23:02:06,0.69
2026-02-19 23:02:09,0.53
2026-02-19 23:02:12,0.89
2026-02-19 23:02:15,0.89
2026-02-19 23:02:18,0.94
2026-02-19 23:02:21,0.92
2026-02-19 23:11:52,0.89
2026-02-19 23:11:55,0.94
2026-02-19 23:11:58,0.92
2026-02-19 23:12:01,0.87
2026-02-19 23:12:04,0.79
2026-02-19 23:12:08,0.94
2026-02-19 23:12:11,0.92
2026-02-19 23:12:15,0.48
2026-02-19 23:12:18,0.87
2026-02-19 23:12:21,0.90
2026-02-19 23:12:24,0.87
2026-02-19 23:12:27,0.87
2026-02-19 23:12:30,0.73
2026-02-19 23:12:33,0.79
2026-02-19 23:12:36,0.40
2026-02-19 23:12:39,0.52
2026-02-19 23:12:42,0.89
2026-02-19 23:12:45,0.89
2026-02-19 23:12:48,0.73
2026-02-19 23:13:40,0.89
2026-02-19 23:13:43,0.95
2026-02-19 23:13:46,0.90
2026-02-19 23:13:49,0.85
2026-02-19 23:13:52,0.76
2026-02-19 23:13:55,0.89
2026-02-19 23:13:58,0.92
2026-02-19 23:14:02,0.63
2026-02-19 23:14:05,0.76
2026-02-19 23:14:08,0.89
2026-02-19 23:14:11,0.95
2026-02-19 23:14:14,0.90
2026-02-19 23:14:17,0.92
2026-02-19 23:14:20,0.40
2026-02-19 23:14:23,0.82
2026-02-19 23:14:26,0.77
2026-02-19 23:14:29,0.89
2026-02-19 23:14:32,0.92
2026-02-19 23:14:35,0.79
2026-02-19 23:14:38,0.53
2026-02-19 23:14:41,0.61
2026-02-19 23:23:52,0.63
2026-02-19 23:23:55,0.48
2026-02-19 23:23:58,0.79
2026-02-19 23:24:01,0.52
2026-02-19 23:24:04,0.44
2026-02-19 23:24:08,0.87
2026-02-19 23:24:11,0.44
2026-02-19 23:24:15,0.48
2026-02-19 23:24:18,0.58
2026-02-19 23:24:22,0.48
2026-02-19 23:24:25,0.44
2026-02-19 23:24:30,0.66
2026-02-19 23:24:33,0.52
2026-02-19 23:24:36,0.61
2026-02-19 23:24:39,0.90
2026-02-19 23:24:42,0.69
2026-02-19 23:24:45,0.61
2026-02-19 23:24:48,0.40
2026-02-19 23:24:52,0.77
2026-02-19 23:24:55,0.58
2026-02-19 23:25:00,0.48
2026-02-19 23:25:03,0.48
2026-02-19 23:25:06,0.48
2026-02-19 23:25:09,0.63
2026-02-19 23:25:13,0.66
2026-02-19 23:25:16,0.48
2026-02-19 23:25:19,0.82
2026-02-19 23:25:22,0.89
2026-02-19 23:25:25,0.84
2026-02-19 23:25:28,0.66
2026-02-19 23:25:31,0.48
2026-02-19 23:25:34,0.63
2026-02-19 23:25:37,0.82
2026-02-19 23:25:41,0.53
2026-02-19 23:25:44,0.77
2026-02-19 23:25:47,0.79
2026-02-19 23:25:50,0.53
2026-02-19 23:25:54,0.40
2026-02-19 23:25:57,0.48
2026-02-19 23:26:00,0.44
2026-02-19 23:26:06,0.52
2026-02-19 23:26:09,0.55
2026-02-19 23:26:12,0.40
2026-02-19 23:26:15,0.44
2026-02-19 23:26:18,0.63
2026-02-19 23:26:21,0.53
2026-02-19 23:26:28,0.52
2026-02-19 23:26:32,0.52
2026-02-19 23:26:35,0.52
2026-02-19 23:26:38,0.48
2026-02-19 23:26:41,0.92
2026-02-19 23:26:44,0.40
2026-02-19 23:26:47,0.90
2026-02-19 23:26:50,0.66
2026-02-19 23:26:54,0.47
2026-02-19 23:26:57,0.53
2026-02-19 23:27:00,0.82
2026-02-19 23:27:06,0.44
2026-02-19 23:27:09,0.40
2026-02-19 23:27:12,0.69
2026-02-19 23:27:15,0.58
2026-02-19 23:27:21,0.52
2026-02-19 23:27:24,0.48
2026-02-19 23:27:27,0.63
2026-02-19 23:27:31,0.55
2026-02-19 23:27:34,0.48
2026-02-19 23:27:37,0.77
2026-02-19 23:27:40,0.90
2026-02-19 23:27:43,0.61
2026-02-19 23:27:46,0.44
2026-02-19 23:27:50,0.61
2026-02-19 23:28:00,0.44
2026-02-19 23:28:04,0.52
2026-02-19 23:28:07,0.58
2026-02-19 23:28:10,0.69
2026-02-19 23:28:13,0.66
2026-02-19 23:28:16,0.77
2026-02-19 23:28:20,0.61
2026-02-19 23:28:24,0.89
2026-02-19 23:28:27,0.60
2026-02-19 23:28:30,0.40
2026-02-19 23:28:33,0.90
2026-02-19 23:28:36,0.44
2026-02-19 23:28:39,0.97
2026-02-19 23:28:44,0.44
2026-02-19 23:28:47,0.48
2026-02-19 23:28:50,0.73
2026-02-19 23:28:53,0.58
2026-02-19 23:28:56,0.52
2026-02-19 23:28:59,0.48
2026-02-19 23:29:02,0.44
2026-02-19 23:29:05,0.85
2026-02-19 23:29:08,0.61
2026-02-19 23:29:11,0.66
2026-02-19 23:29:15,0.63
2026-02-19 23:29:19,0.89
2026-02-19 23:29:22,0.44
2026-02-19 23:29:25,0.90
2026-02-19 23:29:38,0.66
2026-02-19 23:29:41,0.66
2026-02-19 23:29:44,0.89
2026-02-19 23:29:47,0.52
2026-02-19 23:29:50,0.94
2026-02-19 23:29:53,0.66
2026-02-19 23:29:56,0.82
2026-02-19 23:29:59,0.89
2026-02-19 23:30:02,0.89
2026-02-19 23:30:05,0.52
2026-02-19 23:30:08,0.66
2026-02-19 23:30:11,0.52
2026-02-19 23:30:14,0.85
2026-02-19 23:30:17,0.85
2026-02-19 23:30:20,0.84
2026-02-19 23:30:24,0.90
2026-02-19 23:30:27,0.84
2026-02-19 23:30:30,0.79
2026-02-19 23:30:33,0.85
2026-02-19 23:30:36,0.61
2026-02-19 23:30:39,0.92
2026-02-19 23:30:42,0.84
2026-02-19 23:30:45,0.89
2026-02-19 23:30:50,0.48
2026-02-19 23:30:53,0.85
2026-02-19 23:30:56,0.87
2026-02-19 23:30:59,0.69
2026-02-19 23:31:02,0.85
2026-02-19 23:31:05,0.44
2026-02-19 23:31:08,0.82
2026-02-19 23:31:11,0.79
2026-02-19 23:31:14,0.52
2026-02-19 23:31:36,0.69
2026-02-19 23:31:40,0.69
2026-02-19 23:31:44,0.63
2026-02-19 23:31:48,0.63
2026-02-19 23:31:51,0.42
2026-02-19 23:31:54,0.76
2026-02-19 23:32:01,0.48
2026-02-19 23:32:04,0.69
2026-02-19 23:32:07,0.66
2026-02-19 23:32:10,0.79
2026-02-19 23:32:14,0.69
2026-02-19 23:32:38,0.48
2026-02-19 23:32:43,0.48
2026-02-19 23:32:48,0.40
2026-02-19 23:33:14,0.53
2026-02-19 23:38:24,0.89
2026-02-19 23:38:27,0.94
2026-02-19 23:38:30,0.92
2026-02-19 23:38:34,0.87
2026-02-19 23:38:37,0.66
2026-02-19 23:38:40,0.94
2026-02-19 23:38:43,0.92
2026-02-19 23:38:47,0.48
2026-02-19 23:38:50,0.87
2026-02-19 23:38:53,0.90
2026-02-19 23:38:56,0.87
2026-02-19 23:38:59,0.81
2026-02-19 23:39:02,0.77
2026-02-19 23:39:05,0.52
2026-02-19 23:39:08,0.77
2026-02-19 23:39:11,0.52
2026-02-19 23:39:15,0.84
2026-02-19 23:39:18,0.89
2026-02-19 23:39:21,0.77
2026-02-19 23:40:13,0.47
2026-02-19 23:40:16,0.76
2026-02-19 23:40:23,0.52
2026-02-19 23:40:27,0.90
2026-02-19 23:40:30,0.47
2026-02-19 23:40:33,0.84
2026-02-19 23:40:36,0.79
2026-02-19 23:40:42,0.73
2026-02-19 23:41:14,0.89
2026-02-19 23:41:17,0.94
2026-02-19 23:41:20,0.92
2026-02-19 23:41:23,0.58
2026-02-19 23:41:26,0.81
2026-02-19 23:41:29,0.95
2026-02-19 23:41:32,0.89
2026-02-19 23:41:35,0.48
2026-02-19 23:41:39,0.87
2026-02-19 23:41:42,0.89
2026-02-19 23:41:45,0.85
2026-02-19 23:41:48,0.89
2026-02-19 23:41:51,0.63
2026-02-19 23:41:54,0.44
2026-02-19 23:41:57,0.52
2026-02-19 23:42:00,0.73
2026-02-19 23:42:03,0.87
2026-02-19 23:42:06,0.89
2026-02-19 23:42:09,0.84
2026-02-19 23:42:12,0.63
2026-02-19 23:42:15,0.69
2026-02-19 23:42:18,0.84
2026-02-19 23:42:21,0.92
2026-02-19 23:42:24,0.92
2026-02-19 23:42:28,0.53
2026-02-19 23:42:31,0.79
2026-02-19 23:42:34,0.92
2026-02-19 23:42:37,0.90
2026-02-19 23:42:40,0.48
2026-02-19 23:42:43,0.87
2026-02-19 23:42:46,0.90
2026-02-19 23:42:49,0.87
2026-02-19 23:42:52,0.90
2026-02-19 23:42:55,0.87
2026-02-19 23:42:58,0.44
